sha256,canonical_abs_path,canonical_rel_path,filename,ext,size_bytes,width,height,root_key,subject,subject_detail,source_platform,source_collection,source_creator,source_confidence,content_kind,duplicate_count,suggested_title,suggested_image_code,db_ready,bucket,bucket_reason
3b1e4298e5900cad700a18284e2e264851bdb309bd9303a71add0d7b957e3bd7,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\8b2164461c4d0ca7669e487a5c5cd4c9.jpg,PropstoreAuctions\PhotoSets_02\8b2164461c4d0ca7669e487a5c5cd4c9.jpg,8b2164461c4d0ca7669e487a5c5cd4c9.jpg,.jpg,187064,1114,1600,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-3B1E4298E590,yes,safe_to_stage,attributed_and_nonhistorical
0f8de0fdc2a452d98b186932829dcf023ea7e689a68e8349c55f1ba280e2c17c,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets\9272c3a3857cc1b2462d6366fa7108b7.jpeg,PropstoreAuctions\PhotoSets\9272c3a3857cc1b2462d6366fa7108b7.jpeg,9272c3a3857cc1b2462d6366fa7108b7.jpeg,.jpeg,314491,1800,1793,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-0F8DE0FDC2A4,yes,safe_to_stage,attributed_and_nonhistorical
c0a4558fc3d1d42a0b3bdf39db7dd0ec0e21d933a7b4f32d52eba7dcdfad7471,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\9286a367bcad5359e6c6ffd3d65fcc29.jpg,PropstoreAuctions\PhotoSets_02\9286a367bcad5359e6c6ffd3d65fcc29.jpg,9286a367bcad5359e6c6ffd3d65fcc29.jpg,.jpg,185043,1600,1069,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-C0A4558FC3D1,yes,safe_to_stage,attributed_and_nonhistorical
4f366e186c1cb992f2a84187737db3c7f0d38c4587d791d25b902ff80a11fd81,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\a3748c855cab8230dd55869ac9917c2a.jpg,PropstoreAuctions\PhotoSets_02\a3748c855cab8230dd55869ac9917c2a.jpg,a3748c855cab8230dd55869ac9917c2a.jpg,.jpg,282765,1383,1600,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-4F366E186C1C,yes,safe_to_stage,attributed_and_nonhistorical
2aec2ba63694694939539d539a9d6830c0370937933db3691ea7aa8c5689c78c,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\a90fa8d812e7e6aa436bf5889af01db6.jpg,PropstoreAuctions\PhotoSets_02\a90fa8d812e7e6aa436bf5889af01db6.jpg,a90fa8d812e7e6aa436bf5889af01db6.jpg,.jpg,279943,1254,1600,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-2AEC2BA63694,yes,safe_to_stage,attributed_and_nonhistorical
c22186b681b2426f71ea08f93398127a96f92109a40135a395c831070b4b7af4,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\a955870708aab3da418e74401827de9c.jpg,PropstoreAuctions\PhotoSets_02\a955870708aab3da418e74401827de9c.jpg,a955870708aab3da418e74401827de9c.jpg,.jpg,234064,1600,1042,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-C22186B681B2,yes,safe_to_stage,attributed_and_nonhistorical
78b0c75efc4b323d02ade6794362ac66b0c2be63d6e7398f80d8166b352e843a,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets\cf7b5fcc6ea49790c3d020c3da218468.jpeg,PropstoreAuctions\PhotoSets\cf7b5fcc6ea49790c3d020c3da218468.jpeg,cf7b5fcc6ea49790c3d020c3da218468.jpeg,.jpeg,345032,1443,1800,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-78B0C75EFC4B,yes,safe_to_stage,attributed_and_nonhistorical
e3efe9420be890878f2e77549d429be0367f71414772f683973840af48a2e2e7,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets\ed3777c8a5a1d44f572b9039880651bc.jpeg,PropstoreAuctions\PhotoSets\ed3777c8a5a1d44f572b9039880651bc.jpeg,ed3777c8a5a1d44f572b9039880651bc.jpeg,.jpeg,345973,1793,1800,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-E3EFE9420BE8,yes,safe_to_stage,attributed_and_nonhistorical
a846ed7f73a1e0813896997efd5af28ca0d7db03c8858692ffa4dbacba4ae198,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\f0645b9fb3f1671ea876c4cfc221bc30.jpg,PropstoreAuctions\PhotoSets_02\f0645b9fb3f1671ea876c4cfc221bc30.jpg,f0645b9fb3f1671ea876c4cfc221bc30.jpg,.jpg,176848,1600,1102,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-A846ED7F73A1,yes,safe_to_stage,attributed_and_nonhistorical
5e00718a55f26665c58b0ddf3be28f0a51802f9aa7f26e9afd96b4fbc6367ec2,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\f71aadecdba4ba1b4dfcc4cc3f4fb6fb.jpg,PropstoreAuctions\PhotoSets_02\f71aadecdba4ba1b4dfcc4cc3f4fb6fb.jpg,f71aadecdba4ba1b4dfcc4cc3f4fb6fb.jpg,.jpg,231045,1600,1069,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-5E00718A55F2,yes,safe_to_stage,attributed_and_nonhistorical
890eed9525b463a3c9b35bdd12e17d87e38358a74c515f5c1bc76110202e267d,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets_02\f9b7bc67f0984829d2315f2217482848.jpg,PropstoreAuctions\PhotoSets_02\f9b7bc67f0984829d2315f2217482848.jpg,f9b7bc67f0984829d2315f2217482848.jpg,.jpg,266774,1340,1600,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-890EED9525B4,yes,safe_to_stage,attributed_and_nonhistorical
ab6aa1e0427cb6cdf83a76bd123c21138bba36e2f77524315e8e43da5f32eade,D:\Documents\privat\MillenniumFalcon\mf\References\PropstoreAuctions\PhotoSets\fc01391197d344b5d5948c25b6627302.jpeg,PropstoreAuctions\PhotoSets\fc01391197d344b5d5948c25b6627302.jpeg,fc01391197d344b5d5948c25b6627302.jpeg,.jpeg,334868,1800,1499,mf_references,Millennium Falcon,PropstoreAuctions,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - PropstoreAuctions,REF-AB6AA1E0427C,yes,safe_to_stage,attributed_and_nonhistorical
f2831f01f22cbd54eabbdbfd3c29d9a57c34de669a29efe1fd3ad03ce8b493d3,D:\Documents\privat\MillenniumFalcon\mf\References\historical\httpsukm.propstoreauction.comlot-detailsindexcatalog244lot66954.png,historical\httpsukm.propstoreauction.comlot-detailsindexcatalog244lot66954.png,httpsukm.propstoreauction.comlot-detailsindexcatalog244lot66954.png,.png,1354775,1334,750,mf_references,Millennium Falcon,historical,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore - historical,REF-F2831F01F22C,yes,safe_to_stage,attributed_and_nonhistorical
b6ded5b45ce329782885bca5c4aa3b021c99e1c4ae494f175c7b3771ae273204,D:\Documents\privat\MillenniumFalcon\mf\References\MF_PropStore_print.jpg,MF_PropStore_print.jpg,MF_PropStore_print.jpg,.jpg,1573624,1920,1527,mf_references,Millennium Falcon,,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore,REF-B6DED5B45CE3,yes,safe_to_stage,attributed_and_nonhistorical
029f0554b48c58e3ed03b1806e639fa11b6492ebd930fe6d0502cb35f5a60e4d,D:\Documents\privat\MillenniumFalcon\mf\References\MF_PropStore_wmremove-transformed.jpeg,MF_PropStore_wmremove-transformed.jpeg,MF_PropStore_wmremove-transformed.jpeg,.jpeg,253870,1920,1527,mf_references,Millennium Falcon,,auction,Propstore,Propstore,high,auction_photo,1,Millennium Falcon - Propstore,REF-029F0554B48C,yes,safe_to_stage,attributed_and_nonhistorical
c068c5adf9533870aebbf28c0bbfe76f3857dc1ce44a26f6309640caf6f41253,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\1728879644758.png,internet_sources\theRPF\1728879644758.png,1728879644758.png,.png,1044441,1230,341,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-C068C5ADF953,yes,safe_to_stage,attributed_and_nonhistorical
b6217956954a72524c9e2766b841c49b8a8d0a8dc92123773d19579dc46c94e2,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\1728880667910.png,internet_sources\theRPF\1728880667910.png,1728880667910.png,.png,615631,1093,584,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-B6217956954A,yes,safe_to_stage,attributed_and_nonhistorical
0582ef5dc6825ed73c9afd4fe754e2d4968c09da49f9d3ffba8b243cb236d5f8,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20170803_132932 (1).jpg,internet_sources\theRPF\StuBrown\20170803_132932 (1).jpg,20170803_132932 (1).jpg,.jpg,2898725,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-0582EF5DC682,yes,safe_to_stage,attributed_and_nonhistorical
5bcded81308df13fb7df6b15d479e3e1a8f9a01301d16403cba28cfd7ef13efc,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20170803_133029.jpg,internet_sources\theRPF\StuBrown\20170803_133029.jpg,20170803_133029.jpg,.jpg,3831213,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-5BCDED81308D,yes,safe_to_stage,attributed_and_nonhistorical
d32dab848b5438d5c532103131e70fdc9d16aa94032278d3f391c73331566887,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20170803_133202.jpg,internet_sources\theRPF\StuBrown\20170803_133202.jpg,20170803_133202.jpg,.jpg,3354287,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-D32DAB848B54,yes,safe_to_stage,attributed_and_nonhistorical
078873c4e5775726c468dc052d4466d1de6cd955845e8b65a09162a0ad720234,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20170803_133518.jpg,internet_sources\theRPF\StuBrown\20170803_133518.jpg,20170803_133518.jpg,.jpg,1791750,3024,4032,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-078873C4E577,yes,safe_to_stage,attributed_and_nonhistorical
8d79f13cc350ca89ceb7d0f32034390776037b60c959210bf7775aa59a99b06f,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20170803_133656.jpg,internet_sources\theRPF\StuBrown\20170803_133656.jpg,20170803_133656.jpg,.jpg,3647448,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,2,Millennium Falcon - theRPF - internet_sources,REF-8D79F13CC350,yes,safe_to_stage,attributed_and_nonhistorical
8319cb7a082069477f51263c0e5aa1e286895d7d24438242ff9b9846c5503c91,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180108_124454.jpg,internet_sources\theRPF\StuBrown\20180108_124454.jpg,20180108_124454.jpg,.jpg,5368115,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-8319CB7A0820,yes,safe_to_stage,attributed_and_nonhistorical
663ed32188abbd385173a8eb3ec84c2c64e0129fe96d601bb8e65c86cf65227c,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180108_124557.jpg,internet_sources\theRPF\StuBrown\20180108_124557.jpg,20180108_124557.jpg,.jpg,5503246,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-663ED32188AB,yes,safe_to_stage,attributed_and_nonhistorical
1ff70ee760039b062a09c4d288ed8a3afd262e7191dd72e48c2b4f984c6ca4cb,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180206_165736.jpg,internet_sources\theRPF\StuBrown\20180206_165736.jpg,20180206_165736.jpg,.jpg,2262691,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-1FF70EE76003,yes,safe_to_stage,attributed_and_nonhistorical
901026bb59757531f374bd6dceee7bb6bd03738782736462997de4e06060d69a,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180206_165818.jpg,internet_sources\theRPF\StuBrown\20180206_165818.jpg,20180206_165818.jpg,.jpg,2474130,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-901026BB5975,yes,safe_to_stage,attributed_and_nonhistorical
c1803c9d7f1803109297d26d86424c526521b3d24be6730eeb3cb9a8c1b51489,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180206_165945.jpg,internet_sources\theRPF\StuBrown\20180206_165945.jpg,20180206_165945.jpg,.jpg,4247740,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-C1803C9D7F18,yes,safe_to_stage,attributed_and_nonhistorical
19d157a4d392826cb0b004b055213faaaf4804eeae363d51a01a145eb339ab7a,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180210_203339.jpg,internet_sources\theRPF\StuBrown\20180210_203339.jpg,20180210_203339.jpg,.jpg,1355773,3024,4032,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-19D157A4D392,yes,safe_to_stage,attributed_and_nonhistorical
9d1a63cb769cf623d3ee4e0104068c6680b1fb62f81d56ccfdf3e278023ff2cd,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180210_203406.jpg,internet_sources\theRPF\StuBrown\20180210_203406.jpg,20180210_203406.jpg,.jpg,1346289,3024,4032,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-9D1A63CB769C,yes,safe_to_stage,attributed_and_nonhistorical
36ea185f3963a5dd4e7d0fb479bd61866858ea1978aefd3e7ecc1e10ecca9748,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180210_203427.jpg,internet_sources\theRPF\StuBrown\20180210_203427.jpg,20180210_203427.jpg,.jpg,1364534,3024,4032,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-36EA185F3963,yes,safe_to_stage,attributed_and_nonhistorical
dd91c45969d062aa162c784127068012c7de6c9cab63a381d51978d2cc2eda18,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180213_153514.jpg,internet_sources\theRPF\StuBrown\20180213_153514.jpg,20180213_153514.jpg,.jpg,1166020,3024,4032,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-DD91C45969D0,yes,safe_to_stage,attributed_and_nonhistorical
0ff2ebec9585e4c94a9a603f4f198a2ba13df5f7b34290b7102749049844c181,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180225_161411.jpg,internet_sources\theRPF\StuBrown\20180225_161411.jpg,20180225_161411.jpg,.jpg,4006857,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-0FF2EBEC9585,yes,safe_to_stage,attributed_and_nonhistorical
de6ab96f709f406d94b67018b7b3c38a2469634f18df8546451cca2e7febe056,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20180225_161443.jpg,internet_sources\theRPF\StuBrown\20180225_161443.jpg,20180225_161443.jpg,.jpg,2855474,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-DE6AB96F709F,yes,safe_to_stage,attributed_and_nonhistorical
9b5e1d605cf00c330d18e30913f5437ac634757c42fe3df674873bad1da1130c,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20200612_124747.jpg,internet_sources\theRPF\StuBrown\20200612_124747.jpg,20200612_124747.jpg,.jpg,4577897,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-9B5E1D605CF0,yes,safe_to_stage,attributed_and_nonhistorical
eb3d98d0a32e94aaab05ec6dbdc5a7f384e193e66df92c11b78ca7cfca2a9f91,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20201115_152926.jpg,internet_sources\theRPF\StuBrown\20201115_152926.jpg,20201115_152926.jpg,.jpg,3205318,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-EB3D98D0A32E,yes,safe_to_stage,attributed_and_nonhistorical
044c1d00a58752493553222d48854703d8b83d957b514abda859276f8949287b,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20201209_163528.jpg,internet_sources\theRPF\StuBrown\20201209_163528.jpg,20201209_163528.jpg,.jpg,3876273,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-044C1D00A587,yes,safe_to_stage,attributed_and_nonhistorical
6525a39e8b583aa7033fe23e319e4691d5fa6f2510d84b55b7bde7bdf365856d,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20201209_163604.jpg,internet_sources\theRPF\StuBrown\20201209_163604.jpg,20201209_163604.jpg,.jpg,3545757,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,2,Millennium Falcon - theRPF - internet_sources,REF-6525A39E8B58,yes,safe_to_stage,attributed_and_nonhistorical
ac0877fca07a276ce0da0ed7530f51baf09a719958c824705f86d82c3625d788,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20210108_095713-jpg.1409465.jpeg,internet_sources\theRPF\StuBrown\20210108_095713-jpg.1409465.jpeg,20210108_095713-jpg.1409465.jpeg,.jpeg,3264769,4032,3024,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-AC0877FCA07A,yes,safe_to_stage,attributed_and_nonhistorical
b85929474debdd5efaa174be7f4d46e57affb29bb8ea6f7bfd0e92da97b81f64,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20210914_132501.jpg,internet_sources\theRPF\StuBrown\20210914_132501.jpg,20210914_132501.jpg,.jpg,3231277,4032,2268,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-B85929474DEB,yes,safe_to_stage,attributed_and_nonhistorical
c9af3fc61890e86fc79a19d210a20688250978399b78061ba74ec6c5ffa75256,D:\Documents\privat\MillenniumFalcon\mf\References\internet_sources\theRPF\StuBrown\20211030_113640.jpg,internet_sources\theRPF\StuBrown\20211030_113640.jpg,20211030_113640.jpg,.jpg,3352255,4032,2268,mf_references,Millennium Falcon,internet_sources,forum,theRPF,theRPF,high,forum_capture,1,Millennium Falcon - theRPF - internet_sources,REF-C9AF3FC61890,yes,safe_to_stage,attributed_and_nonhistorical
